x-axis,1
second,Volt
-24.91500E-06,
-24.89000E-06,+463.11557293E-03
-24.86500E-06,+492.06029624E-03
-24.84000E-06,+492.06029624E-03
-24.81500E-06,+497.48743186E-03
-24.79000E-06,+483.01507020E-03
-24.76500E-06,+471.25627636E-03
-24.74000E-06,+425.12562359E-03
-24.71500E-06,+384.42210644E-03
-24.69000E-06,+318.39195639E-03
-24.66500E-06,+260.50250977E-03
-24.64000E-06,+188.14070150E-03
-24.61500E-06,+130.25125489E-03
-24.59000E-06,+51.55778839E-03
-24.56500E-06,-28.94472331E-03
-24.54000E-06,-101.30653158E-03
-24.51500E-06,-188.14070150E-03
-24.49000E-06,-246.03014812E-03
-24.46500E-06,-318.39195639E-03
-24.44000E-06,-376.28140301E-03
-24.41500E-06,-434.17084962E-03
-24.39000E-06,-477.58793458E-03
-24.36500E-06,-521.00501955E-03
-24.34000E-06,-526.43215517E-03
-24.31500E-06,-529.14572298E-03
-24.29000E-06,-540.90451682E-03
-24.26500E-06,-526.43215517E-03
-24.24000E-06,-506.53265789E-03
-24.21500E-06,-463.11557293E-03
-24.19000E-06,-434.17084962E-03
-24.16500E-06,-361.80904135E-03
-24.14000E-06,-318.39195639E-03
-24.11500E-06,-260.50250977E-03
-24.09000E-06,-181.80904328E-03
-24.06500E-06,-123.91959666E-03
-24.04000E-06,-34.37185893E-03
-24.01500E-06,+28.94472331E-03
-23.99000E-06,+92.26130554E-03
-23.96500E-06,+150.15075216E-03
-23.94000E-06,+222.51256043E-03
-23.91500E-06,+265.92964539E-03
-23.89000E-06,+323.81909201E-03
-23.86500E-06,+367.23617697E-03
-23.84000E-06,+390.75376466E-03
-23.81500E-06,+410.65326193E-03
-23.79000E-06,+413.36682974E-03
-23.76500E-06,+410.65326193E-03
-23.74000E-06,+396.18090028E-03
-23.71500E-06,+384.42210644E-03
-23.69000E-06,+355.47738313E-03
-23.66500E-06,+312.06029817E-03
-23.64000E-06,+268.64321320E-03
-23.61500E-06,+217.08542481E-03
-23.59000E-06,+159.19597819E-03
-23.56500E-06,+101.30653158E-03
-23.54000E-06,+28.94472331E-03
-23.51500E-06,-19.89949727E-03
-23.49000E-06,-94.97487335E-03
-23.46500E-06,-159.19597819E-03
-23.44000E-06,-217.08542481E-03
-23.41500E-06,-268.64321320E-03
-23.39000E-06,-303.91959473E-03
-23.36500E-06,-361.80904135E-03
-23.34000E-06,-376.28140301E-03
-23.31500E-06,-396.18090028E-03
-23.29000E-06,-427.83919140E-03
-23.26500E-06,-425.12562359E-03
-23.24000E-06,-427.83919140E-03
-23.21500E-06,-410.65326193E-03
-23.19000E-06,-396.18090028E-03
-23.16500E-06,-369.94974478E-03
-23.14000E-06,-332.86431804E-03
-23.11500E-06,-289.44723308E-03
-23.09000E-06,-231.55778646E-03
-23.06500E-06,-196.28140493E-03
-23.04000E-06,-135.67839051E-03
-23.01500E-06,-86.83416992E-03
-22.99000E-06,-37.08542674E-03
-22.96500E-06,+28.94472331E-03
-22.94000E-06,+80.50251170E-03
-22.91500E-06,+115.77889323E-03
-22.89000E-06,+159.19597819E-03
-22.86500E-06,+202.61306316E-03
-22.84000E-06,+236.98492208E-03
-22.81500E-06,+260.50250977E-03
-22.79000E-06,+276.78391663E-03
-22.76500E-06,+274.97487143E-03
-22.74000E-06,+289.44723308E-03
-22.71500E-06,+289.44723308E-03
-22.69000E-06,+274.97487143E-03
-22.66500E-06,+254.17085155E-03
-22.64000E-06,+225.22612824E-03
-22.61500E-06,+202.61306316E-03
-22.59000E-06,+152.86431997E-03
-22.56500E-06,+106.73366720E-03
-22.54000E-06,+72.36180827E-03
-22.51500E-06,+28.94472331E-03
-22.49000E-06,+0.0E+00
-22.46500E-06,-57.88944662E-03
-22.44000E-06,-101.30653158E-03
-22.41500E-06,-144.72361654E-03
-22.39000E-06,-173.66833985E-03
-22.36500E-06,-196.28140493E-03
-22.34000E-06,-222.51256043E-03
-22.31500E-06,-251.45728374E-03
-22.29000E-06,-260.50250977E-03
-22.26500E-06,-265.92964539E-03
-22.24000E-06,-274.97487143E-03
-22.21500E-06,-274.97487143E-03
-22.19000E-06,-274.97487143E-03
-22.16500E-06,-246.03014812E-03
-22.14000E-06,-239.69848990E-03
-22.11500E-06,-217.08542481E-03
-22.09000E-06,-188.14070150E-03
-22.06500E-06,-159.19597819E-03
-22.04000E-06,-115.77889323E-03
-22.01500E-06,-77.78894389E-03
-21.99000E-06,-63.31658224E-03
-21.96500E-06,-28.94472331E-03
-21.94000E-06,+5.42713562E-03
-21.91500E-06,+37.08542674E-03
-21.89000E-06,+57.88944662E-03
-21.86500E-06,+86.83416992E-03
-21.84000E-06,+101.30653158E-03
-21.81500E-06,+113.06532542E-03
-21.79000E-06,+138.39195832E-03
-21.76500E-06,+138.39195832E-03
-21.74000E-06,+135.67839051E-03
-21.71500E-06,+138.39195832E-03
-21.69000E-06,+130.25125489E-03
-21.66500E-06,+123.91959666E-03
-21.64000E-06,+86.83416992E-03
-21.61500E-06,+77.78894389E-03
-21.59000E-06,+51.55778839E-03
-21.56500E-06,+37.08542674E-03
-21.54000E-06,+8.14070343E-03
-21.51500E-06,-14.47236165E-03
-21.49000E-06,-43.41708496E-03
-21.46500E-06,-72.36180827E-03
-21.44000E-06,-94.97487335E-03
-21.41500E-06,-106.73366720E-03
-21.39000E-06,-121.20602885E-03
-21.36500E-06,-130.25125489E-03
-21.34000E-06,-142.01004873E-03
-21.31500E-06,-150.15075216E-03
-21.29000E-06,-159.19597819E-03
-21.26500E-06,-159.19597819E-03
-21.24000E-06,-144.72361654E-03
-21.21500E-06,-152.86431997E-03
-21.19000E-06,-121.20602885E-03
-21.16500E-06,-101.30653158E-03
-21.14000E-06,-106.73366720E-03
-21.11500E-06,-94.97487335E-03
-21.09000E-06,-72.36180827E-03
-21.06500E-06,-43.41708496E-03
-21.04000E-06,-22.61306508E-03
-21.01500E-06,+0.0E+00
-20.99000E-06,+19.89949727E-03
-20.96500E-06,+28.94472331E-03
-20.94000E-06,+43.41708496E-03
-20.91500E-06,+51.55778839E-03
-20.89000E-06,+57.88944662E-03
-20.86500E-06,+57.88944662E-03
-20.84000E-06,+72.36180827E-03
-20.81500E-06,+80.50251170E-03
-20.79000E-06,+72.36180827E-03
-20.76500E-06,+57.88944662E-03
-20.74000E-06,+43.41708496E-03
-20.71500E-06,+28.94472331E-03
-20.69000E-06,+14.47236165E-03
-20.66500E-06,-5.42713562E-03
