x-axis,1,2
second,Volt,Volt
-25.00000E-06,,
-24.97500E-06,-1.59547734E-03,+220.10050016E-03
-24.95000E-06,-1.62060297E-03,+217.08542481E-03
-24.92500E-06,-1.82160799E-03,+217.08542481E-03
-24.90000E-06,-1.69597985E-03,+214.07034947E-03
-24.87500E-06,-1.69597985E-03,+213.81909319E-03
-24.85000E-06,-1.69597985E-03,+211.80904296E-03
-24.82500E-06,-1.59547734E-03,+205.02512343E-03
-24.80000E-06,-1.69597985E-03,+202.01004809E-03
-24.77500E-06,-1.59547734E-03,+208.04019878E-03
-24.75000E-06,-1.69597985E-03,+201.00502297E-03
-24.72500E-06,-1.69597985E-03,+201.00502297E-03
-24.70000E-06,-1.69597985E-03,+196.98492251E-03
-24.67500E-06,-1.69597985E-03,+195.97989740E-03
-24.65000E-06,-1.29396981E-03,+196.98492251E-03
-24.62500E-06,-1.29396981E-03,+191.95979694E-03
-24.60000E-06,+8.10301502E-03,+188.94472159E-03
-24.57500E-06,+13.58040189E-03,+205.02512343E-03
-24.55000E-06,+13.58040189E-03,+203.76884204E-03
-24.52500E-06,+13.27889436E-03,+201.00502297E-03
-24.50000E-06,+12.37437176E-03,+201.00502297E-03
-24.47500E-06,+11.57035166E-03,+201.00502297E-03
-24.45000E-06,+11.06783911E-03,+192.96482205E-03
-24.42500E-06,+9.96231148E-03,+191.95979694E-03
-24.40000E-06,+9.45979892E-03,+189.94974671E-03
-24.37500E-06,+8.75628134E-03,+187.93969648E-03
-24.35000E-06,+7.95226125E-03,+184.92462113E-03
-24.32500E-06,+7.55025120E-03,+183.91959602E-03
-24.30000E-06,+7.14824116E-03,+176.88442022E-03
-24.27500E-06,+6.34422107E-03,+176.88442022E-03
-24.25000E-06,+5.94221102E-03,+176.88442022E-03
-24.22500E-06,+5.54020097E-03,+169.59798813E-03
-24.20000E-06,+5.13819093E-03,+169.84924441E-03
-24.17500E-06,+4.03266330E-03,+169.59798813E-03
-24.15000E-06,-263.81906E-06,+176.88442022E-03
-24.12500E-06,-1.99748739E-03,+164.82411884E-03
-24.10000E-06,-2.09798990E-03,+156.78391792E-03
-24.07500E-06,-1.69597985E-03,+185.67838997E-03
-24.05000E-06,-1.69597985E-03,+177.88944533E-03
-24.02500E-06,-1.29396981E-03,+173.61808859E-03
-24.00000E-06,-1.62060297E-03,+175.62813882E-03
-23.97500E-06,-1.69597985E-03,+168.84421930E-03
-23.95000E-06,-1.46984920E-03,+167.58793790E-03
-23.92500E-06,-1.69597985E-03,+161.55778721E-03
