# Converted file from inputfile Messung_2.CHN
# MCA number or Detector number: 1
# Segment number (set to 1 in UMCBI): 1
# ASCII seconds of start time: 12851
# Real Time (s): 120.000
# Live Time (s) : 119.640
# Start Date (DDMMMYY): 10JAN00
# Start time (HHMM): 2108
# Channel offset of data: 0
# Number of channels (length of data): 1024

# Data: 

0 	 0
1 	 0
2 	 0
3 	 0
4 	 0
5 	 0
6 	 0
7 	 0
8 	 6
9 	 15
10 	 36
11 	 83
12 	 95
13 	 97
14 	 86
15 	 118
16 	 124
17 	 119
18 	 143
19 	 131
20 	 121
21 	 134
22 	 133
23 	 125
24 	 141
25 	 145
26 	 122
27 	 110
28 	 117
29 	 135
30 	 138
31 	 139
32 	 116
33 	 130
34 	 137
35 	 144
36 	 126
37 	 128
38 	 147
39 	 152
40 	 165
41 	 163
42 	 136
43 	 136
44 	 124
45 	 184
46 	 182
47 	 142
48 	 139
49 	 140
50 	 155
51 	 159
52 	 158
53 	 182
54 	 163
55 	 174
56 	 148
57 	 160
58 	 154
59 	 152
60 	 154
61 	 174
62 	 205
63 	 178
64 	 161
65 	 203
66 	 199
67 	 170
68 	 203
69 	 182
70 	 193
71 	 166
72 	 207
73 	 171
74 	 181
75 	 206
76 	 201
77 	 203
78 	 208
79 	 214
80 	 229
81 	 215
82 	 204
83 	 203
84 	 193
85 	 215
86 	 192
87 	 221
88 	 204
89 	 183
90 	 213
91 	 199
92 	 210
93 	 189
94 	 207
95 	 187
96 	 175
97 	 181
98 	 187
99 	 202
100 	 193
101 	 205
102 	 199
103 	 194
104 	 179
105 	 205
106 	 212
107 	 186
108 	 174
109 	 181
110 	 182
111 	 183
112 	 181
113 	 148
114 	 176
115 	 165
116 	 162
117 	 184
118 	 149
119 	 164
120 	 167
121 	 169
122 	 163
123 	 168
124 	 143
125 	 168
126 	 172
127 	 167
128 	 156
129 	 170
130 	 178
131 	 142
132 	 159
133 	 166
134 	 155
135 	 158
136 	 144
137 	 160
138 	 153
139 	 159
140 	 188
141 	 158
142 	 169
143 	 164
144 	 140
145 	 177
146 	 170
147 	 175
148 	 176
149 	 161
150 	 173
151 	 148
152 	 167
153 	 169
154 	 156
155 	 187
156 	 171
157 	 154
158 	 173
159 	 148
160 	 161
161 	 158
162 	 183
163 	 165
164 	 171
165 	 188
166 	 163
167 	 157
168 	 181
169 	 175
170 	 163
171 	 169
172 	 177
173 	 158
174 	 172
175 	 173
176 	 167
177 	 183
178 	 183
179 	 165
180 	 151
181 	 174
182 	 168
183 	 167
184 	 157
185 	 159
186 	 193
187 	 186
188 	 144
189 	 165
190 	 154
191 	 154
192 	 150
193 	 179
194 	 154
195 	 138
196 	 146
197 	 143
198 	 130
199 	 122
200 	 115
201 	 113
202 	 99
203 	 109
204 	 93
205 	 102
206 	 85
207 	 88
208 	 67
209 	 77
210 	 74
211 	 86
212 	 75
213 	 67
214 	 82
215 	 59
216 	 75
217 	 60
218 	 84
219 	 52
220 	 77
221 	 49
222 	 53
223 	 48
224 	 62
225 	 57
226 	 62
227 	 49
228 	 81
229 	 46
230 	 43
231 	 51
232 	 42
233 	 47
234 	 53
235 	 50
236 	 37
237 	 39
238 	 45
239 	 54
240 	 57
241 	 50
242 	 49
243 	 64
244 	 52
245 	 65
246 	 50
247 	 52
248 	 60
249 	 62
250 	 75
251 	 59
252 	 68
253 	 61
254 	 87
255 	 89
256 	 109
257 	 112
258 	 119
259 	 136
260 	 168
261 	 201
262 	 224
263 	 233
264 	 325
265 	 393
266 	 409
267 	 475
268 	 576
269 	 646
270 	 667
271 	 772
272 	 877
273 	 923
274 	 978
275 	 1055
276 	 1136
277 	 1159
278 	 1169
279 	 1224
280 	 1318
281 	 1195
282 	 1254
283 	 1139
284 	 1172
285 	 1053
286 	 1047
287 	 904
288 	 897
289 	 754
290 	 665
291 	 540
292 	 560
293 	 447
294 	 352
295 	 269
296 	 231
297 	 180
298 	 138
299 	 126
300 	 104
301 	 79
302 	 60
303 	 40
304 	 35
305 	 18
306 	 15
307 	 16
308 	 9
309 	 6
310 	 5
311 	 2
312 	 2
313 	 3
314 	 5
315 	 2
316 	 2
317 	 5
318 	 1
319 	 2
320 	 0
321 	 1
322 	 0
323 	 1
324 	 0
325 	 1
