# R/kOhm, R1/kOhm, Rp/kOhm, C/µF, R0/kOhm, R0'/kOhm, URecpp/mV, Utripp/mV, fRec/Hz, fTri/Hz
0.56, 1, 100, 1, 32, 10, 470, 330, 570, 570
