# Messung zur TEM_00 
# x_Position[mm]	# Photostrom[10µA]
-31					1.42	
-30					1.90
-29					2.00
-28					2.11
-27					2.40
-26					2.71
-25					2.88
-24					3.17
-23					3.15
-22					3.27
-21					2.92
-20					2.95
-19					2.81
-18					2.86
-17 				2.71
-16					2.54
-15					2.02
-14					1.74
-13					1.44
-12					1.24
-11					0.96
-10					0.72
-9					0.62
-8					0.43
-7					0.34
-6					0.29
-5					0.24
-4					0.13
-3 					0.09
-2 					0.07
-1 					0.05
0 					0.04
