x-axis,1,2,3
second,Volt,Volt,Volt
-356.5000E-06,+76.3819087E-03,-5.7914573317E+00,+14.3216079E-03
-356.0000E-06,+71.7336676E-03,-5.7537688892E+00,+11.4321607E-03
-355.5000E-06,+68.5929641E-03,-5.6281407475E+00,+10.0502511E-03
-355.0000E-06,+66.3316576E-03,-5.6909548184E+00,+6.6582914E-03
-354.5000E-06,+62.3115571E-03,-5.6532663759E+00,+3.6432160E-03
-354.0000E-06,+58.9195974E-03,-5.7537688892E+00,+0.0E+00
-353.5000E-06,+54.2713562E-03,-5.7537688892E+00,-2.2613065E-03
-353.0000E-06,+51.5075371E-03,-5.6281407475E+00,-4.6482412E-03
-352.5000E-06,+48.2412055E-03,-5.5904523050E+00,-8.0402009E-03
-352.0000E-06,+46.2311553E-03,-5.4899497917E+00,-12.0603014E-03
-351.5000E-06,+40.2010046E-03,-5.4271357208E+00,-15.7035174E-03
-351.0000E-06,+36.1809041E-03,-5.4271357208E+00,-17.3366832E-03
-350.5000E-06,+33.7939695E-03,-5.2512563225E+00,-21.7336681E-03
-350.0000E-06,+30.7788941E-03,-5.0879397383E+00,-24.1206028E-03
-349.5000E-06,+25.5025123E-03,-5.0251256675E+00,-27.7638188E-03
-349.0000E-06,+22.1105525E-03,-5.0251256675E+00,-30.1507534E-03
-348.5000E-06,+18.0904521E-03,-4.8241206408E+00,-31.7839193E-03
-348.0000E-06,+13.3165828E-03,-4.6231156141E+00,-36.1809041E-03
-347.5000E-06,+8.2914572E-03,-4.6231156141E+00,-37.8140699E-03
-347.0000E-06,+6.0301507E-03,-4.4849246582E+00,-40.2010046E-03
-346.5000E-06,+251.2563E-06,-4.2462311890E+00,-42.2110548E-03
-346.0000E-06,-2.0100502E-03,-4.2211055607E+00,-44.2211051E-03
-345.5000E-06,-5.6532663E-03,-4.0201005340E+00,-49.8743713E-03
-345.0000E-06,-11.3065325E-03,-3.9447236490E+00,-48.8693462E-03
-344.5000E-06,-14.0703516E-03,-3.8190955073E+00,-55.6532657E-03
-344.0000E-06,-16.7085425E-03,-3.6809045514E+00,-60.8040194E-03
-343.5000E-06,-21.7336681E-03,-3.4170854539E+00,-58.2914567E-03
-343.0000E-06,-26.1306530E-03,-3.3417085689E+00,-58.2914567E-03
-342.5000E-06,-29.7738690E-03,-3.2160804272E+00,-60.8040194E-03
-342.0000E-06,-33.4170851E-03,-2.8768844446E+00,-62.9396978E-03
-341.5000E-06,-36.6834167E-03,-2.6130653471E+00,-65.9547732E-03
-341.0000E-06,-41.4572860E-03,-2.6130653471E+00,-68.3417078E-03
-340.5000E-06,-44.2211051E-03,-2.2361809220E+00,-68.3417078E-03
-340.0000E-06,-48.8693462E-03,-2.2738693645E+00,-68.9698485E-03
-339.5000E-06,-52.2613060E-03,-2.0100502670E+00,-73.9949741E-03
-339.0000E-06,-55.5276376E-03,-1.7336683553E+00,-74.3718585E-03
-338.5000E-06,-58.5427129E-03,-1.4698492577E+00,-74.3718585E-03
-338.0000E-06,-63.5678385E-03,-1.5326633286E+00,-77.0100494E-03
-337.5000E-06,-66.3316576E-03,-1.2060301602E+00,-78.6432152E-03
-337.0000E-06,-69.5979892E-03,-1.0050251335E+00,-77.6381901E-03
-336.5000E-06,-72.3618083E-03,-628.1407084E-03,-82.0351750E-03
-336.0000E-06,-76.3819087E-03,-603.0150801E-03,-84.4221096E-03
-335.5000E-06,-80.0251248E-03,-226.1306550E-03,-82.6633157E-03
-335.0000E-06,-81.6582906E-03,-125.6281417E-03,-83.0402001E-03
-334.5000E-06,-84.9246222E-03,+163.3165842E-03,-86.0552755E-03
-334.0000E-06,-89.6984915E-03,+402.0100534E-03,-85.0502503E-03
-333.5000E-06,-92.7135668E-03,+402.0100534E-03,-86.4321599E-03
-333.0000E-06,-94.4723608E-03,+728.6432218E-03,-86.4321599E-03
-332.5000E-06,-96.9849236E-03,+1.1306532752E+00,-86.4321599E-03
-332.0000E-06,-102.5125617E-03,+1.2060301602E+00,-88.4422101E-03
-331.5000E-06,-102.5125617E-03,+1.4070351869E+00,-88.0653257E-03
-331.0000E-06,-107.0351747E-03,+1.6080402136E+00,-88.4422101E-03
-330.5000E-06,-106.7839185E-03,+1.8090452403E+00,-90.4522603E-03
-330.0000E-06,-110.5527626E-03,+2.1356784087E+00,-89.0703508E-03
-329.5000E-06,-112.5628129E-03,+2.2110552937E+00,-88.4422101E-03
-329.0000E-06,-113.1909536E-03,+2.5376884621E+00,-86.4321599E-03
-328.5000E-06,-118.2160791E-03,+2.7763819313E+00,-86.4321599E-03
-328.0000E-06,-117.2110540E-03,+2.9396985155E+00,-87.6884413E-03
-327.5000E-06,-118.5929636E-03,+3.3793970114E+00,-86.4321599E-03
-327.0000E-06,-121.8592952E-03,+3.3417085689E+00,-86.9346724E-03
-326.5000E-06,-122.6130640E-03,+3.4422110822E+00,-86.0552755E-03
