x-axis,1,2
second,Volt,Volt
-28.20000E-06,,
-28.17200E-06,,
-28.14400E-06,+183.04020807E-03,-33.95100450E-03
-28.11600E-06,+226.73367709E-03,-33.95100450E-03
-28.08800E-06,+269.24624154E-03,-21.38819057E-03
-28.06000E-06,+321.20604254E-03,-21.38819057E-03
-28.03200E-06,+377.88946182E-03,-33.95100450E-03
-28.00400E-06,+415.67840800E-03,-44.00125565E-03
-27.97600E-06,+447.56283134E-03,-33.95100450E-03
-27.94800E-06,+453.46735418E-03,-61.58919516E-03
-27.92000E-06,+458.19097245E-03,-33.95100450E-03
-27.89200E-06,+428.66835825E-03,-33.95100450E-03
-27.86400E-06,+371.98493897E-03,-33.95100450E-03
-27.83600E-06,+283.41709636E-03,-21.38819057E-03
-27.80800E-06,+193.66834918E-03,-21.38819057E-03
-27.78000E-06,+107.46231570E-03,-33.95100450E-03
-27.75200E-06,+27.16080507E-03,-3.80025106E-03
-27.72400E-06,-75.57789236E-03,-33.95100450E-03
-27.69600E-06,-118.09045682E-03,-33.95100450E-03
-27.66800E-06,-174.77387609E-03,-33.95100450E-03
-27.64000E-06,-231.45729536E-03,-21.38819057E-03
-27.61200E-06,-302.31156945E-03,-61.58919516E-03
-27.58400E-06,-358.99498872E-03,-33.95100450E-03
-27.55600E-06,-382.61308009E-03,-33.95100450E-03
-27.52800E-06,-434.57288109E-03,-74.15200910E-03
-27.50000E-06,-477.08544554E-03,-33.95100450E-03
-27.47200E-06,-504.24625061E-03,-33.95100450E-03
-27.44400E-06,-510.15077345E-03,-33.95100450E-03
-27.41600E-06,-523.14072370E-03,-33.95100450E-03
-27.38800E-06,-491.25630036E-03,-44.00125565E-03
-27.36000E-06,-453.46735418E-03,-33.95100450E-03
-27.33200E-06,-371.98493897E-03,-33.95100450E-03
-27.30400E-06,-288.14071463E-03,-33.95100450E-03
-27.27600E-06,-245.62815018E-03,-33.95100450E-03
-27.24800E-06,-188.94473091E-03,-33.95100450E-03
-27.22000E-06,-136.98492991E-03,-33.95100450E-03
-27.19200E-06,-132.26131164E-03,-33.95100450E-03
-27.16400E-06,-75.57789236E-03,-33.95100450E-03
-27.13600E-06,-46.05527816E-03,-33.95100450E-03
-27.10800E-06,+28.34170964E-03,-33.95100450E-03
-27.08000E-06,+99.19598373E-03,-21.38819057E-03
-27.05200E-06,+132.26131164E-03,-33.95100450E-03
-27.02400E-06,+155.87940300E-03,-33.95100450E-03
-26.99600E-06,+207.83920400E-03,-33.95100450E-03
-26.96800E-06,+239.72362734E-03,-33.95100450E-03
