x-axis,1,2
second,Volt,Volt
-189.9150E-06,-1.4472362E-03,-1.7552763969E+00
-189.7250E-06,-1.5979899E-03,-1.7552763969E+00
-189.5350E-06,-1.6080402E-03,-1.8758794107E+00
-189.3450E-06,-1.9195980E-03,-1.9914572989E+00
-189.1550E-06,-1.6080402E-03,-2.0366834290E+00
-188.9650E-06,-1.9195980E-03,-2.0768844336E+00
-188.7750E-06,-1.8592965E-03,-2.1572864428E+00
-188.5850E-06,-1.9296482E-03,-2.2376884520E+00
-188.3950E-06,-1.8391960E-03,-2.2376884520E+00
-188.2050E-06,-1.7688442E-03,-2.2376884520E+00
-188.0150E-06,-1.8291457E-03,-2.3180904612E+00
-187.8250E-06,-1.6080402E-03,-2.2376884520E+00
-187.6350E-06,-1.9296482E-03,-2.2728643310E+00
-187.4450E-06,-1.9195980E-03,-2.2376884520E+00
-187.2550E-06,-1.8391960E-03,-2.2728643310E+00
-187.0650E-06,-1.7688442E-03,-2.2376884520E+00
-186.8750E-06,-2.0100502E-03,-2.1974874474E+00
-186.6850E-06,-1.7688442E-03,-2.2326633264E+00
-186.4950E-06,-1.9095477E-03,-2.1170854382E+00
-186.3050E-06,-1.9195980E-03,-2.0718593081E+00
-186.1150E-06,-1.8492462E-03,-2.0366834290E+00
-185.9250E-06,-1.7688442E-03,-1.9914572989E+00
-185.7350E-06,-1.8391960E-03,-1.8708542851E+00
-185.5450E-06,-1.7587940E-03,-1.7502512713E+00
-185.3550E-06,-1.8391960E-03,-1.6346733831E+00
-185.1650E-06,-1.7688442E-03,-1.4336683601E+00
-184.9750E-06,-2.0100502E-03,-1.3532663509E+00
-184.7850E-06,-2.0804020E-03,-1.2728643417E+00
-184.5950E-06,-1.9899497E-03,-1.1120603234E+00
-184.4050E-06,-1.9296482E-03,-951.2563050E-03
-184.2150E-06,-1.6984924E-03,-870.8542958E-03
-184.0250E-06,-1.7688442E-03,-790.4522866E-03
-183.8350E-06,-2.0904522E-03,-589.4472636E-03
-183.6450E-06,-2.0904522E-03,-544.2211335E-03
-183.4550E-06,-2.0100502E-03,-388.4422407E-03
-183.2650E-06,-2.2512563E-03,-308.0402315E-03
-183.0750E-06,-1.9296482E-03,-187.4372177E-03
-182.8850E-06,-1.9296482E-03,-66.8342039E-03
-182.6950E-06,-1.9296482E-03,-21.6080737E-03
-182.5050E-06,-2.0904522E-03,+98.9949401E-03
-182.3150E-06,-2.0904522E-03,+174.3718237E-03
-182.1250E-06,-2.2311558E-03,+254.7738329E-03
-181.9350E-06,-2.4824120E-03,+335.1758420E-03
