x-axis,1,2
second,Volt,Volt
-25.20000E-06,+5.26381904E-03,-249.24622849E-03
-25.17500E-06,+5.02512557E-03,-247.23617826E-03
-25.15000E-06,+5.42713562E-03,-246.73366570E-03
-25.12500E-06,+5.42713562E-03,-241.20602757E-03
-25.10000E-06,+5.62814064E-03,-233.16582665E-03
-25.07500E-06,+5.22613060E-03,-233.16582665E-03
-25.05000E-06,+4.89949743E-03,-233.16582665E-03
-25.02500E-06,+5.13819090E-03,-234.67336432E-03
-25.00000E-06,+5.37688436E-03,-235.17587688E-03
-24.97500E-06,+5.22613060E-03,-249.24622849E-03
-24.95000E-06,+5.22613060E-03,-249.24622849E-03
-24.92500E-06,+4.24623111E-03,-249.24622849E-03
-24.90000E-06,+5.50251250E-03,-251.25627872E-03
-24.87500E-06,+5.02512557E-03,-261.80904242E-03
-24.85000E-06,+4.73618085E-03,-257.28642941E-03
-24.82500E-06,+5.02512557E-03,-250.75376616E-03
-24.80000E-06,+4.77386930E-03,-251.25627872E-03
-24.77500E-06,+4.35929644E-03,-255.27637918E-03
-24.75000E-06,+4.45979895E-03,-251.25627872E-03
-24.72500E-06,+4.62311553E-03,-249.24622849E-03
-24.70000E-06,+4.93718588E-03,-243.21607780E-03
-24.67500E-06,+4.76130648E-03,-247.23617826E-03
-24.65000E-06,+4.13316578E-03,-241.20602757E-03
-24.62500E-06,+4.44723613E-03,-234.67336432E-03
-24.60000E-06,+4.69849241E-03,-227.13567596E-03
-24.57500E-06,+4.27135674E-03,-225.12562573E-03
-24.55000E-06,+4.29648237E-03,-225.12562573E-03
-24.52500E-06,+4.62311553E-03,-225.12562573E-03
-24.50000E-06,+3.93216076E-03,-229.64823875E-03
-24.47500E-06,+5.02512557E-03,-241.20602757E-03
-24.45000E-06,+4.89949743E-03,-243.21607780E-03
-24.42500E-06,+4.82412055E-03,-255.27637918E-03
-24.40000E-06,+5.06281402E-03,-243.21607780E-03
-24.37500E-06,+5.22613060E-03,-249.24622849E-03
-24.35000E-06,+5.46482406E-03,-246.73366570E-03
-24.32500E-06,+5.16331653E-03,-249.24622849E-03
-24.30000E-06,+5.66582909E-03,-246.73366570E-03
-24.27500E-06,+5.84170848E-03,-242.71356524E-03
-24.25000E-06,+5.46482406E-03,-241.20602757E-03
-24.22500E-06,+6.10552757E-03,-242.71356524E-03
-24.20000E-06,+5.85427129E-03,-241.20602757E-03
-24.17500E-06,+6.04271350E-03,-233.16582665E-03
-24.15000E-06,+6.06783913E-03,-238.69346478E-03
-24.12500E-06,+5.54020095E-03,-233.16582665E-03
