x-axis,1
second,Volt
-22.09000E-06,
-22.06750E-06,-39.05314027E-03
-22.04500E-06,-39.21896941E-03
-22.02250E-06,-38.22399455E-03
-22.00000E-06,-38.22399455E-03
-21.97750E-06,-37.22901968E-03
-21.95500E-06,-37.06319054E-03
-21.93250E-06,-32.91746194E-03
-21.91000E-06,-3.06821603E-03
-21.88750E-06,+40.54484883E-03
-21.86500E-06,+72.05238618E-03
-21.84250E-06,+91.78605431E-03
-21.82000E-06,+94.43932062E-03
-21.79750E-06,+79.18303937E-03
-21.77500E-06,+51.32374319E-03
-21.75250E-06,+12.85138179E-03
-21.73000E-06,-23.13354245E-03
-21.70750E-06,-39.88228599E-03
-21.68500E-06,-43.53052715E-03
-21.66250E-06,-41.20891914E-03
-21.64000E-06,-43.19886887E-03
-21.61750E-06,-39.88228599E-03
-21.59500E-06,-39.71645684E-03
-21.57250E-06,-38.55565283E-03
-21.55000E-06,-38.22399455E-03
-21.52750E-06,-39.05314027E-03
-21.50500E-06,-38.22399455E-03
-21.48250E-06,-38.22399455E-03
-21.46000E-06,-35.73655739E-03
-21.43750E-06,-34.57575338E-03
-21.41500E-06,-17.99283898E-03
-21.39250E-06,+21.97198471E-03
-21.37000E-06,+60.11268782E-03
-21.34750E-06,+83.82625540E-03
-21.32500E-06,+93.27851661E-03
-21.30250E-06,+83.82625540E-03
-21.28000E-06,+57.29359237E-03
-21.25750E-06,+26.11771331E-03
-21.23500E-06,-14.84208525E-03
-21.21250E-06,-38.22399455E-03
-21.19000E-06,-43.53052715E-03
-21.16750E-06,-43.53052715E-03
-21.14500E-06,-40.87726085E-03
-21.12250E-06,-40.37977342E-03
-21.10000E-06,-38.38982369E-03
-21.07750E-06,-40.87726085E-03
-21.05500E-06,-37.06319054E-03
-21.03250E-06,-38.55565283E-03
-21.01000E-06,-38.22399455E-03
-20.98750E-06,-39.05314027E-03
-20.96500E-06,-38.22399455E-03
-20.94250E-06,-35.57072824E-03
-20.92000E-06,-29.93253735E-03
-20.89750E-06,+3.39912059E-03
-20.87500E-06,+41.87148198E-03
-20.85250E-06,+72.71570276E-03
-20.83000E-06,+86.47952171E-03
-20.80750E-06,+85.48454684E-03
-20.78500E-06,+67.90665758E-03
-20.76250E-06,+36.39912023E-03
-20.74000E-06,-1.90741202E-03
-20.71750E-06,-33.74660766E-03
-20.69500E-06,-40.87726085E-03
-20.67250E-06,-43.03303972E-03
-20.65000E-06,-43.19886887E-03
-20.62750E-06,-42.53555229E-03
-20.60500E-06,-39.21896941E-03
-20.58250E-06,-38.22399455E-03
-20.56000E-06,-38.38982369E-03
-20.53750E-06,-38.22399455E-03
-20.51500E-06,-39.71645684E-03
-20.49250E-06,-38.22399455E-03
-20.47000E-06,-38.22399455E-03
-20.44750E-06,-36.39987396E-03
-20.42500E-06,-36.56570311E-03
-20.40250E-06,-12.02298980E-03
-20.38000E-06,+25.62022588E-03
-20.35750E-06,+63.42927070E-03
-20.33500E-06,+81.17298910E-03
-20.31250E-06,+86.47952171E-03
-20.29000E-06,+70.55992389E-03
-20.26750E-06,+46.68052716E-03
-20.24500E-06,+7.87650747E-03
-20.22250E-06,-27.11344190E-03
-20.20000E-06,-40.87726085E-03
-20.17750E-06,-41.70640657E-03
-20.15500E-06,-41.87223571E-03
-20.13250E-06,-41.20891914E-03
-20.11000E-06,-38.22399455E-03
-20.08750E-06,-38.22399455E-03
-20.06500E-06,-38.22399455E-03
-20.04250E-06,-38.22399455E-03
-20.02000E-06,-40.87726085E-03
-19.99750E-06,-38.22399455E-03
-19.97500E-06,-38.22399455E-03
-19.95250E-06,-36.23404482E-03
-19.93000E-06,-38.22399455E-03
-19.90750E-06,-24.95766303E-03
-19.88500E-06,+11.02726121E-03
-19.86250E-06,+48.83630603E-03
-19.84000E-06,+73.21319019E-03
-19.81750E-06,+83.82625540E-03
-19.79500E-06,+78.51972280E-03
-19.77250E-06,+54.97198435E-03
-19.75000E-06,+22.46947214E-03
-19.72750E-06,-14.34459782E-03
-19.70500E-06,-38.22399455E-03
-19.68250E-06,-43.03303972E-03
-19.66000E-06,-41.04308999E-03
-19.63750E-06,-40.87726085E-03
-19.61500E-06,-40.87726085E-03
-19.59250E-06,-38.55565283E-03
-19.57000E-06,-40.54560256E-03
-19.54750E-06,-38.22399455E-03
-19.52500E-06,-39.71645684E-03
-19.50250E-06,-38.22399455E-03
-19.48000E-06,-38.22399455E-03
-19.45750E-06,-37.22901968E-03
-19.43500E-06,-37.06319054E-03
-19.41250E-06,-32.91746194E-03
-19.39000E-06,-6.05314062E-03
-19.36750E-06,+34.24334136E-03
-19.34500E-06,+67.90665758E-03
-19.32250E-06,+83.82625540E-03
-19.30000E-06,+81.17298910E-03
-19.27750E-06,+65.91670786E-03
-19.25500E-06,+35.40414537E-03
-19.23250E-06,-5.22399490E-03
-19.21000E-06,-33.08329108E-03
-19.18750E-06,-43.53052715E-03
-19.16500E-06,-41.87223571E-03
-19.14250E-06,-41.20891914E-03
-19.12000E-06,-38.38982369E-03
-19.09750E-06,-39.05314027E-03
-19.07500E-06,-39.71645684E-03
-19.05250E-06,-38.22399455E-03
-19.03000E-06,-38.22399455E-03
-19.00750E-06,-38.22399455E-03
-18.98500E-06,-39.21896941E-03
-18.96250E-06,-38.22399455E-03
-18.94000E-06,-38.22399455E-03
-18.91750E-06,-38.22399455E-03
-18.89500E-06,-14.67625611E-03
-18.87250E-06,+21.97198471E-03
-18.85000E-06,+57.45942151E-03
-18.82750E-06,+79.34886852E-03
-18.80500E-06,+86.47952171E-03
-18.78250E-06,+76.19811478E-03
-18.76000E-06,+51.65540148E-03
-18.73750E-06,+13.84635665E-03
-18.71500E-06,-23.79685902E-03
-18.69250E-06,-40.87726085E-03
-18.67000E-06,-43.53052715E-03
-18.64750E-06,-40.87726085E-03
-18.62500E-06,-43.53052715E-03
-18.60250E-06,-40.87726085E-03
-18.58000E-06,-38.38982369E-03
-18.55750E-06,-39.88228599E-03
-18.53500E-06,-38.22399455E-03
-18.51250E-06,-38.55565283E-03
-18.49000E-06,-38.22399455E-03
-18.46750E-06,-38.22399455E-03
-18.44500E-06,-38.22399455E-03
-18.42250E-06,-38.22399455E-03
-18.40000E-06,-27.27927105E-03
-18.37750E-06,+10.36394463E-03
-18.35500E-06,+49.33379346E-03
-18.33250E-06,+75.86645649E-03
-18.31000E-06,+89.13278801E-03
-18.28750E-06,+82.83128054E-03
-18.26500E-06,+63.59509984E-03
